1	China	      400,000,000
2	United States	      219,000,000
3	Japan	       86,500,000
4	India	       63,000,000
5	Russia	       60,500,000
6	Germany	       51,400,000
7	Brazil	       36,500,000
8	France	       34,800,000
9	United Kingdom	       30,500,000
10	Italy	       30,300,000
11	Mexico	       25,600,000
12	Canada	       21,500,000
13	Turkey	       20,900,000
14	Ukraine	       18,050,000
15	Spain	       16,200,000
16	Korea, South	       15,900,000
17	Thailand	       15,190,000
18	Indonesia	       13,750,000
19	Poland	       13,050,000
20	Malaysia	       10,800,000
21	Australia	       10,150,000
22	Taiwan	        8,800,000
23	Netherlands	        8,100,000
24	Argentina	        7,950,000
25	Egypt	        7,700,000
26	Nigeria	        6,900,000
27	Congo, Democratic Republic of the	        6,478,000
28	Uzbekistan	        6,400,000
29	South Africa	        6,000,000
30	Romania	        5,250,000
31	Saudi Arabia	        5,100,000
32	Belgium	        4,720,000
33	Iran	        4,610,000
34	Sweden	        4,600,000
35	Colombia	        4,590,000
36	Hungary	        4,420,000
37	Austria	        4,250,000
38	Venezuela	        4,100,000
39	Kazakhstan	        3,880,000
40	Philippines	        3,700,000
41	Vietnam	        3,570,000
42	Czech Republic	        3,405,834
43	Switzerland	        3,310,000
44	Portugal	        3,310,000
45	Bulgaria	        3,310,000
46	Finland	        3,200,000
47	Chile	        3,150,000
48	Denmark	        3,121,000
49	Pakistan	        3,100,000
50	Morocco	        3,100,000
51	Algeria	        3,100,000
52	Peru	        3,060,000
53	Cuba	        2,640,000
54	Slovakia	        2,620,000
55	Georgia	        2,570,000
56	Greece	        2,540,000
57	Belarus	        2,520,000
58	Ecuador	        2,500,000
59	Sudan	        2,380,000
60	Norway	        2,030,000
61	New Zealand	        1,926,000
62	Ghana	        1,900,000
63	Hong Kong	        1,840,000
64	Ireland	        1,820,000
65	Iraq	        1,750,000
66	Lithuania	        1,700,000
67	Israel	        1,690,000
68	Oman	        1,600,000
69	Sri Lanka	        1,530,000
70	Singapore	        1,330,000
71	Guatemala	        1,323,000
72	Moldova	        1,260,000
73	Croatia	        1,220,000
74	Latvia	        1,220,000
75	Korea, North	        1,200,000
76	Lebanon	        1,180,000
77	Cote d'Ivoire	        1,090,000
78	Syria	        1,050,000
79	Puerto Rico	        1,021,000
80	Paraguay	         990,000
81	Tunisia	         920,000
82	Bolivia	         900,000
83	Kuwait	         875,000
84	Armenia	         825,000
85	Turkmenistan	         820,000
86	Tajikistan	         820,000
87	Uruguay	         782,000
88	Bangladesh	         770,000
89	Dominican Republic	         770,000
90	Kenya	         730,000
91	Libya	         730,000
92	Slovenia	         710,000
93	Albania	         700,000
94	Ethiopia	         682,000
95	Estonia	         605,000
96	El Salvador	         600,000
97	Honduras	         570,000
98	Costa Rica	         525,000
99	Macedonia	         510,000
100	Panama	         510,000
101	Jordan	         500,000
102	Uganda	         500,000
103	Yemen	         470,000
104	Jamaica	         460,000
105	Cameroon	         450,000
106	Trinidad and Tobago	         425,000
107	Zimbabwe	         370,000
108	Senegal	         361,000
109	Madagascar	         325,000
110	Nicaragua	         320,000
111	Burma	         320,000
112	United Arab Emirates	         310,000
113	Luxembourg	         285,000
114	Malta	         280,000
115	Zambia	         277,000
116	Bahrain	         275,000
117	Mauritius	         258,000
118	Cyprus	         248,000
119	Qatar	         230,000
120	Kyrgyzstan	         210,000
121	Brunei	         201,900
122	Angola	         196,000
123	Azerbaijan	         170,000
124	Mongolia	         168,800
125	Somalia	         135,000
126	Burkina Faso	         131,340
127	Nepal	         130,000
128	Niger	         125,000
129	Tanzania	         103,000
130	Afghanistan	         100,000
131	Iceland	          98,000
132	Mauritania	          98,000
133	Cambodia	          94,000
134	Fiji	          88,110
135	Guinea	          85,000
136	Barbados	          76,000
137	Togo	          73,000
138	Liberia	          70,000
139	Virgin Islands	          68,000
140	Mozambique	          67,600
141	Bahamas, The	          67,000
142	Benin	          66,000
143	Bermuda	          66,000
144	Suriname	          63,000
145	Gabon	          63,000
146	Namibia	          60,000
147	Papua New Guinea	          59,841
148	Sierra Leone	          53,000
149	Cyprus	          52,300
150	Laos	          52,000
151	New Caledonia	          52,000
152	Macau	          49,000
153	Guyana	          46,000
154	Mali	          45,000
155	Belize	          41,000
156	French Polynesia	          40,000
157	Haiti	          38,000
158	Grenada	          33,000
159	Congo, Republic of the	          33,000
160	Saint Lucia	          32,000
161	Botswana	          31,000
162	Antigua and Barbuda	          31,000
163	Greenland	          30,000
164	Djibouti	          28,000
165	Isle of Man	          27,490
166	Andorra	          27,000
167	Monaco	          25,000
168	Burundi	          25,000
169	Swaziland	          23,000
170	Sao Tome and Principe	          23,000
171	Aruba	          20,000
172	Saint Vincent and the Grenadines	          18,000
173	Central African Republic	          18,000
174	Cape Verde	          15,000
175	Faroe Islands	          15,000
176	American Samoa	          14,000
177	Liechtenstein	          12,000
178	Palau	          11,000
179	Bhutan	          11,000
180	Seychelles	          11,000
181	Saint Kitts and Nevis	          10,000
182	Gibraltar	          10,000
183	Chad	          10,000
184	Maldives	          10,000
185	San Marino	           9,000
186	Samoa	           8,634
187	Cayman Islands	           7,000
188	Western Sahara	           6,000
189	Dominica	           6,000
190	Gambia, The	           5,000
191	Saint Pierre and Miquelon	           4,000
192	Equatorial Guinea	           4,000
193	British Virgin Islands	           4,000
194	Cook Islands	           4,000
195	Solomon Islands	           3,000
196	Montserrat	           3,000
197	Micronesia, Federated States of	           2,800
198	Vanuatu	           2,300
199	Saint Helena, Ascension, and Tristan da Cunha	           2,000
200	Tonga	           2,000
201	Norfolk Island	           1,200
202	Falkland Islands (Islas Malvinas)	           1,000
203	Kiribati	           1,000
204	Anguilla	           1,000
205	Comoros	           1,000
206	Eritrea	           1,000
207	Tuvalu	            800
208	Christmas Island	            600
209	Nauru	            500
