1	World	       33,300,000
2	South Africa	        5,600,000
3	Nigeria	        3,300,000
4	India	        2,400,000
5	Kenya	        1,500,000
6	Mozambique	        1,400,000
7	Tanzania	        1,400,000
8	Zimbabwe	        1,200,000
9	Uganda	        1,200,000
10	United States	        1,200,000
11	Russia	         980,000
12	Zambia	         980,000
13	Malawi	         920,000
14	China	         740,000
15	Cameroon	         610,000
16	Thailand	         530,000
17	Cote d'Ivoire	         450,000
18	Ukraine	         350,000
19	Botswana	         320,000
20	Indonesia	         310,000
21	Lesotho	         290,000
22	Vietnam	         280,000
23	Sudan	         260,000
24	Ghana	         260,000
25	Burma	         240,000
26	Mexico	         220,000
27	Chad	         210,000
28	Angola	         200,000
29	Burundi	         180,000
30	Swaziland	         180,000
31	Namibia	         180,000
32	Rwanda	         170,000
33	Colombia	         160,000
34	France	         150,000
35	Italy	         140,000
36	Spain	         130,000
37	Central African Republic	         130,000
38	Haiti	         120,000
39	Togo	         120,000
40	Argentina	         110,000
41	Burkina Faso	         110,000
42	Malaysia	         100,000
43	Pakistan	          98,000
44	Iran	          92,000
45	United Kingdom	          85,000
46	Guinea	          79,000
47	Congo, Republic of the	          77,000
48	Mali	          76,000
49	Peru	          75,000
50	Canada	          68,000
51	Germany	          67,000
52	Nepal	          64,000
53	Cambodia	          63,000
54	Guatemala	          62,000
55	Niger	          61,000
56	Benin	          60,000
57	Senegal	          59,000
58	Dominican Republic	          57,000
59	Sierra Leone	          49,000
60	Gabon	          46,000
61	Portugal	          42,000
62	Chile	          40,000
63	Honduras	          39,000
64	Ecuador	          37,000
65	Liberia	          37,000
66	Somalia	          34,000
67	Papua New Guinea	          34,000
68	El Salvador	          34,000
69	Jamaica	          32,000
70	Uzbekistan	          28,000
71	Poland	          27,000
72	Morocco	          26,000
73	Eritrea	          25,000
74	Madagascar	          24,000
75	Netherlands	          22,000
76	Guinea-Bissau	          22,000
77	Equatorial Guinea	          20,000
78	Australia	          20,000
79	Panama	          20,000
80	Algeria	          18,000
81	Gambia, The	          18,000
82	Switzerland	          18,000
83	Belarus	          17,000
84	Romania	          16,000
85	Austria	          15,000
86	Trinidad and Tobago	          15,000
87	Belgium	          14,000
88	Djibouti	          14,000
89	Mauritania	          14,000
90	Kazakhstan	          13,000
91	Paraguay	          13,000
92	Yemen	          12,000
93	Bolivia	          12,000
94	Moldova	          12,000
95	Egypt	          11,000
96	Libya	          10,000
97	Uruguay	           9,900
98	Estonia	           9,900
99	Costa Rica	           9,800
100	Kyrgyzstan	           9,800
101	Korea, South	           9,500
102	Tajikistan	           9,100
103	Mauritius	           8,800
104	Greece	           8,800
105	Philippines	           8,700
106	Latvia	           8,600
107	Laos	           8,500
108	Sweden	           8,100
109	Japan	           8,100
110	Israel	           7,500
111	Puerto Rico	           7,397
112	Cuba	           7,100
113	Ireland	           6,900
114	Nicaragua	           6,900
115	Bahamas, The	           6,600
116	Serbia	           6,400
117	Bangladesh	           6,300
118	Guyana	           5,900
119	Denmark	           5,300
120	Belize	           4,800
121	Turkey	           4,600
122	Norway	           4,000
123	Bulgaria	           3,800
124	Suriname	           3,700
125	Lebanon	           3,600
126	Azerbaijan	           3,600
127	Georgia	           3,500
128	Singapore	           3,400
129	Hungary	           3,000
130	Sri Lanka	           2,800
131	Hong Kong	           2,600
132	Finland	           2,600
133	New Zealand	           2,500
134	Tunisia	           2,400
135	Barbados	           2,100
136	Czech Republic	           2,000
137	Armenia	           1,900
138	Lithuania	           1,200
139	Oman	           1,100
140	Cyprus	           1,000
141	Slovenia	           1,000
142	Fiji	           1,000
143	Bhutan	           1,000
144	Iceland	           1,000
145	Croatia	           1,000
146	Luxembourg	           1,000
147	Bosnia and Herzegovina	            900
148	Cape Verde	            775
149	Bahrain	            600
150	Jordan	            600
151	Slovakia	            500
152	Iraq	            500
153	Comoros	            500
154	Syria	            500
155	Malta	            500
156	Mongolia	            500
157	Turkmenistan	            200
158	Brunei	            200
159	Macedonia	            200
160	Qatar	            200
161	Bermuda	            163
162	Maldives	            100
163	Greenland	            100
164	Svalbard	              0
