1	Russia	 47,570,000,000,000
2	Iran	 29,610,000,000,000
3	Qatar	 25,470,000,000,000
4	Turkmenistan	  7,504,000,000,000
5	Saudi Arabia	  7,461,000,000,000
6	United States	  6,928,000,000,000
7	United Arab Emirates	  6,071,000,000,000
8	Nigeria	  5,246,000,000,000
9	Venezuela	  4,983,000,000,000
10	Algeria	  4,502,000,000,000
11	Iraq	  3,170,000,000,000
12	Australia	  3,115,000,000,000
13	China	  3,030,000,000,000
14	Indonesia	  3,001,000,000,000
15	Kazakhstan	  2,407,000,000,000
16	Malaysia	  2,350,000,000,000
17	Norway	  2,313,000,000,000
18	European Union	  2,250,000,000,000
19	Uzbekistan	  1,841,000,000,000
20	Kuwait	  1,798,000,000,000
21	Canada	  1,754,000,000,000
22	Egypt	  1,656,000,000,000
23	Libya	  1,539,000,000,000
24	Netherlands	  1,416,000,000,000
25	Ukraine	  1,104,000,000,000
26	India	  1,075,000,000,000
27	Oman	   849,500,000,000
28	Azerbaijan	   849,500,000,000
29	Pakistan	   840,200,000,000
30	Bolivia	   750,400,000,000
31	Vietnam	   680,000,000,000
32	Yemen	   478,500,000,000
33	Peru	   453,000,000,000
34	Trinidad and Tobago	   436,100,000,000
35	Argentina	   398,400,000,000
36	Brunei	   390,800,000,000
37	Brazil	   364,200,000,000
38	Mexico	   359,700,000,000
39	Thailand	   342,000,000,000
40	United Kingdom	   292,000,000,000
41	Burma	   283,200,000,000
42	Angola	   271,800,000,000
43	Syria	   240,700,000,000
44	Papua New Guinea	   226,500,000,000
45	Timor-Leste	   200,000,000,000
46	Bangladesh	   195,400,000,000
47	Germany	   175,600,000,000
48	Poland	   164,800,000,000
49	Cameroon	   135,100,000,000
50	Mozambique	   127,400,000,000
51	Colombia	   112,000,000,000
52	Philippines	   108,700,000,000
53	Chile	    97,970,000,000
54	Bahrain	    92,030,000,000
55	Congo, Republic of the	    90,610,000,000
56	Sudan	    84,950,000,000
57	Cuba	    70,790,000,000
58	Italy	    69,830,000,000
59	Tunisia	    65,130,000,000
60	Romania	    63,000,000,000
61	Namibia	    62,290,000,000
62	Denmark	    61,300,000,000
63	Rwanda	    56,630,000,000
64	Korea, South	    50,000,000,000
65	Afghanistan	    49,550,000,000
66	Serbia	    48,140,000,000
67	Equatorial Guinea	    36,810,000,000
68	New Zealand	    33,980,000,000
69	Croatia	    30,580,000,000
70	Israel	    30,440,000,000
71	Cote d'Ivoire	    28,320,000,000
72	Gabon	    28,320,000,000
73	Mauritania	    28,320,000,000
74	Ethiopia	    24,920,000,000
75	Austria	    24,800,000,000
76	Ghana	    22,650,000,000
77	Japan	    20,900,000,000
78	Slovakia	    14,160,000,000
79	Ireland	     9,911,000,000
80	Georgia	     8,495,000,000
81	Hungary	     8,098,000,000
82	Ecuador	     7,985,000,000
83	France	     7,079,000,000
84	Tanzania	     6,513,000,000
85	Taiwan	     6,229,000,000
86	Turkey	     6,088,000,000
87	Jordan	     6,031,000,000
88	Tajikistan	     5,663,000,000
89	Somalia	     5,663,000,000
90	Kyrgyzstan	     5,663,000,000
91	Bulgaria	     5,663,000,000
92	Czech Republic	     3,072,000,000
93	Guatemala	     2,960,000,000
94	Belarus	     2,832,000,000
95	Spain	     2,548,000,000
96	Morocco	     1,501,000,000
97	Benin	     1,133,000,000
98	Congo, Democratic Republic of the	      991,100,000
99	Greece	      991,100,000
100	Albania	      849,500,000
101	Barbados	      113,300,000
102	South Africa	       27,160,000
103	Macau	         174,000
104	Aruba	              0
105	Antigua and Barbuda	              0
106	Armenia	              0
107	American Samoa	              0
108	Botswana	              0
109	Bermuda	              0
110	Belgium	              0
111	Bahamas, The	              0
112	Belize	              0
113	Bosnia and Herzegovina	              0
114	Solomon Islands	              0
115	Bhutan	              0
116	Burundi	              0
117	Cambodia	              0
118	Chad	              0
119	Sri Lanka	              0
120	Cayman Islands	              0
121	Comoros	              0
122	Costa Rica	              0
123	Central African Republic	              0
124	Cape Verde	              0
125	Cook Islands	              0
126	Cyprus	              0
127	Djibouti	              0
128	Dominica	              0
129	Dominican Republic	              0
130	Estonia	              0
131	Eritrea	              0
132	El Salvador	              0
133	Finland	              0
134	Fiji	              0
135	Falkland Islands (Islas Malvinas)	              0
136	Faroe Islands	              0
137	French Polynesia	              0
138	Gambia, The	              0
139	Gibraltar	              0
140	Grenada	              0
141	Greenland	              0
142	Guinea	              0
143	Guyana	              0
144	Haiti	              0
145	Hong Kong	              0
146	Honduras	              0
147	Iceland	              0
148	Jamaica	              0
149	Kenya	              0
150	Korea, North	              0
151	Kiribati	              0
152	Laos	              0
153	Lebanon	              0
154	Lithuania	              0
155	Liberia	              0
156	Lesotho	              0
157	Luxembourg	              0
158	Madagascar	              0
159	Moldova	              0
160	Mongolia	              0
161	Montserrat	              0
162	Malawi	              0
163	Montenegro	              0
164	Macedonia	              0
165	Mali	              0
166	Mauritius	              0
167	Malta	              0
168	Maldives	              0
169	New Caledonia	              0
170	Niue	              0
171	Niger	              0
172	Vanuatu	              0
173	Nepal	              0
174	Nauru	              0
175	Suriname	              0
176	Nicaragua	              0
177	Paraguay	              0
178	Panama	              0
179	Portugal	              0
180	Guinea-Bissau	              0
181	Puerto Rico	              0
182	Saint Pierre and Miquelon	              0
183	Saint Kitts and Nevis	              0
184	Seychelles	              0
185	Saint Helena, Ascension, and Tristan da Cunha	              0
186	Slovenia	              0
187	Sierra Leone	              0
188	Singapore	              0
189	Saint Lucia	              0
190	Sweden	              0
191	Switzerland	              0
192	Turks and Caicos Islands	              0
193	Tonga	              0
194	Togo	              0
195	Sao Tome and Principe	              0
196	Uganda	              0
197	Burkina Faso	              0
198	Uruguay	              0
199	Saint Vincent and the Grenadines	              0
200	British Virgin Islands	              0
201	Virgin Islands	              0
202	West Bank	              0
203	Western Sahara	              0
204	Samoa	              0
205	Swaziland	              0
206	Zambia	              0
207	Zimbabwe	              0
