1	Chad	          90.06
2	Bhutan	          86.30
3	Mexico	          80.50
4	Haiti	          79.76
5	Mongolia	          78.52
6	Djibouti	          76.68
7	Canada	          75.02
8	Nepal	          65.60
9	Saint Kitts and Nevis	          62.30
10	Guinea-Bissau	          62.21
11	Nicaragua	          61.98
12	Greenland	          61.13
13	Honduras	          59.60
14	Lesotho	          58.90
15	Sudan	          58.29
16	Somalia	          58.27
17	Dominican Republic	          54.08
18	Solomon Islands	          54.07
19	Cape Verde	          53.98
20	Vanuatu	          53.15
21	Niger	          52.63
22	Hong Kong	          51.20
23	Albania	          50.80
24	Mozambique	          47.62
25	Korea, North	          47.00
26	Congo, Democratic Republic of the	          46.75
27	Burma	          46.57
28	Cambodia	          45.32
29	El Salvador	          43.86
30	Gambia, The	          42.06
31	Mauritania	          42.06
32	Colombia	          42.00
33	Bolivia	          41.38
34	Samoa	          41.12
35	Guatemala	          40.41
36	Congo, Republic of the	          40.08
37	Saint Vincent and the Grenadines	          40.04
38	Korea, North	          40.00
39	Macau	          38.70
40	Trinidad and Tobago	          38.53
41	Jamaica	          38.19
42	Brunei	          38.04
43	Libya	          37.65
44	Lesotho	          37.00
45	Faroe Islands	          36.26
46	Yemen	          36.00
47	Bahamas, The	          35.99
48	Angola	          35.65
49	Suriname	          35.47
50	Nigeria	          35.08
51	Israel	          35.05
52	Qatar	          34.68
53	Rwanda	          33.88
54	Belarus	          33.60
55	Ecuador	          33.50
56	Sao Tome and Principe	          32.99
57	Costa Rica	          32.61
58	Central African Republic	          32.57
59	Czech Republic	          31.70
60	Guinea-Bissau	          31.28
61	Austria	          30.96
62	Iceland	          30.71
63	Belize	          30.70
64	Gabon	          30.62
65	Equatorial Guinea	          30.31
66	Syria	          30.22
67	Congo, Republic of the	          30.18
68	Papua New Guinea	          30.05
69	Uzbekistan	          29.91
70	Belize	          29.77
71	Tunisia	          29.60
72	Montenegro	          29.52
73	Saint Lucia	          29.41
74	Laos	          29.18
75	Madagascar	          28.90
76	Dominica	          28.62
77	Taiwan	          28.10
78	Liberia	          27.92
79	Iraq	          27.62
80	New Caledonia	          27.52
81	Guyana	          27.52
82	Venezuela	          27.30
83	Oman	          26.98
84	Sao Tome and Principe	          26.93
85	Sierra Leone	          26.56
86	Afghanistan	          26.47
87	Portugal	          26.25
88	Poland	          26.06
89	Angola	          25.98
90	Kyrgyzstan	          25.96
91	Brunei	          25.95
92	Kyrgyzstan	          25.88
93	Cuba	          25.68
94	Mauritius	          25.55
95	Netherlands	          25.54
96	Hungary	          25.50
97	Tonga	          25.42
98	Eritrea	          25.30
99	Comoros	          25.20
100	Seychelles	          24.84
101	Samoa	          24.74
102	Norway	          24.28
103	Aruba	          23.84
104	Cyprus	          23.83
105	Moldova	          23.77
106	Sint Maarten	          23.49
107	New Zealand	          23.36
108	Algeria	          23.20
109	Korea, South	          23.20
110	Afghanistan	          23.09
111	Tonga	          22.65
112	Montenegro	          22.65
113	Bangladesh	          22.50
114	Qatar	          22.44
115	Niger	          22.43
116	Turkmenistan	          22.30
117	Cape Verde	          22.23
118	Morocco	          22.02
119	Lebanon	          22.00
120	Australia	          21.81
121	Burundi	          21.60
122	Zambia	          21.37
123	Faroe Islands	          21.36
124	Ukraine	          21.10
125	Sao Tome and Principe	          21.04
126	Panama	          21.03
127	Paraguay	          21.00
128	Uruguay	          21.00
129	Tunisia	          21.00
130	Switzerland	          20.98
131	Eritrea	          20.70
132	Azerbaijan	          20.69
133	Sri Lanka	          20.59
134	Ireland	          20.52
135	Aruba	          20.49
136	Madagascar	          20.49
137	Comoros	          20.44
138	Somalia	          20.32
139	Cuba	          20.31
140	Macedonia	          20.31
141	Morocco	          20.22
142	Senegal	          20.12
143	Slovakia	          20.10
144	China	          20.03
145	Vietnam	          20.00
146	Dominica	          19.81
147	Luxembourg	          19.78
148	Grenada	          19.73
149	Benin	          19.72
150	Guinea	          19.68
151	Belgium	          19.58
152	United States	          19.37
153	Slovenia	          19.36
154	Spain	          19.27
155	Australia	          19.19
156	Tajikistan	          19.16
157	Croatia	          19.10
