1	United States	          15,079
2	Brazil	           4,072
3	Mexico	           1,819
4	Canada	           1,404
5	Russia	           1,213
6	Argentina	           1,141
7	Colombia	            990
8	Bolivia	            881
9	Paraguay	            800
10	Indonesia	            684
11	South Africa	            578
12	Papua New Guinea	            562
13	Germany	            549
14	United Kingdom	            505
15	China	            502
16	France	            475
17	Australia	            465
18	Ecuador	            428
19	Ukraine	            425
20	Venezuela	            409
21	Guatemala	            372
22	Chile	            366
23	India	            352
24	Iran	            319
25	Philippines	            254
26	Sweden	            249
27	Saudi Arabia	            217
28	Zimbabwe	            216
29	Peru	            211
30	Bulgaria	            210
31	Congo, Democratic Republic of the	            198
32	Angola	            193
33	Kenya	            191
34	Japan	            176
35	Spain	            154
36	Costa Rica	            151
37	Pakistan	            148
38	Finland	            148
39	Algeria	            143
40	Nicaragua	            143
41	Sudan	            140
42	Libya	            137
43	Cuba	            136
44	Italy	            132
45	Oman	            130
46	Poland	            129
47	Namibia	            129
48	Tanzania	            124
49	New Zealand	            122
50	Czech Republic	            122
51	Malaysia	            118
52	Panama	            118
53	Korea, South	            116
54	Mozambique	            106
55	Thailand	            105
56	Syria	            104
57	Iraq	            104
58	Honduras	            104
59	Iceland	             99
60	Turkey	             99
61	Norway	             98
62	Kazakhstan	             97
63	Guyana	             96
64	Zambia	             94
65	Denmark	             92
66	Egypt	             86
67	Madagascar	             84
68	Greece	             81
69	Lithuania	             81
70	Korea, North	             79
71	Botswana	             78
72	Burma	             76
73	Croatia	             69
74	Belarus	             67
75	Portugal	             65
76	Switzerland	             65
77	El Salvador	             65
78	Bahamas, The	             62
79	Ethiopia	             61
80	Somalia	             59
81	Uruguay	             58
82	Morocco	             58
83	Chad	             56
84	Yemen	             55
85	Austria	             55
86	Uzbekistan	             54
87	Nigeria	             54
88	Romania	             54
89	French Polynesia	             53
90	Afghanistan	             53
91	Suriname	             51
92	Israel	             48
93	Nepal	             47
94	Uganda	             46
95	Mongolia	             46
96	Belize	             45
97	Gabon	             44
98	Vietnam	             44
99	Hungary	             43
100	Belgium	             43
101	Latvia	             42
102	Taiwan	             41
103	Laos	             41
104	United Arab Emirates	             41
105	Ireland	             39
106	Central African Republic	             37
107	Slovakia	             36
108	Solomon Islands	             36
109	Azerbaijan	             35
110	Dominican Republic	             35
111	Cameroon	             34
112	Tunisia	             32
113	Malawi	             32
114	Vanuatu	             31
115	Liberia	             29
116	Puerto Rico	             29
117	Serbia	             29
118	Fiji	             28
119	Mauritania	             28
120	Kyrgyzstan	             28
121	Cote d'Ivoire	             27
122	Jamaica	             27
123	Turkmenistan	             27
124	Netherlands	             27
125	Niger	             27
126	Antarctica	             26
127	Tajikistan	             26
128	Lesotho	             26
129	Bosnia and Herzegovina	             25
130	New Caledonia	             25
131	Congo, Republic of the	             25
132	Burkina Faso	             24
133	Georgia	             22
134	Senegal	             20
135	Mali	             20
136	Kiribati	             19
137	Estonia	             19
138	Jordan	             18
139	Sri Lanka	             18
140	Cambodia	             17
141	Bangladesh	             17
142	Slovenia	             16
143	Guinea	             16
144	Cyprus	             15
145	Swaziland	             15
146	Marshall Islands	             15
147	Greenland	             15
148	Haiti	             14
149	Seychelles	             14
150	Macedonia	             14
151	Eritrea	             13
152	Djibouti	             13
153	Armenia	             11
154	Moldova	             11
155	Ghana	             11
156	Cook Islands	             10
157	Cape Verde	             10
158	Guinea-Bissau	              9
159	Sierra Leone	              9
160	Rwanda	              9
161	Burundi	              8
162	Kosovo	              8
163	Togo	              8
164	Turks and Caicos Islands	              8
165	Singapore	              8
166	Equatorial Guinea	              7
167	Lebanon	              7
168	Kuwait	              7
169	Falkland Islands (Islas Malvinas)	              7
170	Micronesia, Federated States of	              6
171	Qatar	              6
172	Trinidad and Tobago	              6
173	Western Sahara	              6
174	Timor-Leste	              6
175	Saint Vincent and the Grenadines	              6
176	Tonga	              6
177	Albania	              5
178	Benin	              5
179	Maldives	              5
180	Montenegro	              5
181	Mauritius	              5
182	Northern Mariana Islands	              5
183	Bahrain	              4
184	Comoros	              4
185	French Southern and Antarctic Lands	              4
186	Samoa	              4
187	Svalbard	              4
188	British Virgin Islands	              4
189	Spratly Islands	              4
190	Antigua and Barbuda	              3
191	American Samoa	              3
192	Palau	              3
193	Cayman Islands	              3
194	Grenada	              3
195	Anguilla	              3
196	Bhutan	              2
197	Brunei	              2
198	Dominica	              2
199	Guernsey	              2
200	Hong Kong	              2
201	Luxembourg	              2
202	Wallis and Futuna	              2
203	Saint Pierre and Miquelon	              2
204	Saint Kitts and Nevis	              2
205	Saint Lucia	              2
206	Sao Tome and Principe	              2
207	Virgin Islands	              2
208	West Bank	              2
209	Montserrat	              2
210	Aruba	              1
211	Wake Island	              1
212	Bermuda	              1
213	Curacao	              1
214	Cocos (Keeling) Islands	              1
215	Faroe Islands	              1
216	Gambia, The	              1
217	Gibraltar	              1
218	Gaza Strip	              1
219	Isle of Man	              1
220	British Indian Ocean Territory	              1
221	Jersey	              1
222	Jan Mayen	              1
223	Christmas Island	              1
224	Macau	              1
225	Malta	              1
226	Niue	              1
227	Norfolk Island	              1
228	Nauru	              1
229	Paracel Islands	              1
230	Saint Martin	              1
231	Saint Helena, Ascension, and Tristan da Cunha	              1
232	Sint Maarten	              1
233	Saint Barthelemy	              1
234	Tuvalu	              1
235	Barbados	              1
