1	United States	      439,000,000
2	Japan	       54,846,000
3	Italy	       23,160,000
4	Germany	       21,729,000
5	Brazil	       19,316,000
6	China	       15,251,000
7	France	       15,182,001
8	Australia	       13,361,000
9	Mexico	       12,854,000
10	Netherlands	       12,607,000
11	Poland	       10,510,000
12	Russia	       10,382,000
13	Canada	        7,770,000
14	United Kingdom	        7,030,000
15	Taiwan	        6,336,000
16	Argentina	        6,025,000
17	Switzerland	        4,816,000
18	India	        4,536,000
19	Belgium	        4,465,000
20	Sweden	        4,396,000
21	Finland	        4,394,000
22	Denmark	        4,145,000
23	Spain	        3,822,000
24	South Africa	        3,751,000
25	Czech Republic	        3,494,000
26	Turkey	        3,433,000
27	Norway	        3,352,000
28	Portugal	        3,267,000
29	Austria	        3,266,000
30	Hungary	        2,655,000
31	Greece	        2,574,000
32	Colombia	        2,527,000
33	New Zealand	        2,470,000
34	Romania	        2,464,000
35	Israel	        1,689,000
36	Ireland	        1,339,000
37	Thailand	        1,335,000
38	Croatia	        1,287,000
39	Indonesia	        1,269,000
40	Lithuania	        1,170,000
41	Slovakia	        1,133,000
42	Ukraine	        1,098,000
43	Chile	        1,056,000
44	Singapore	         992,786
45	Hong Kong	         817,701
46	Bulgaria	         785,546
47	Uruguay	         765,525
48	Estonia	         729,534
49	Serbia	         528,253
50	Moldova	         492,181
51	Saudi Arabia	         488,598
52	Niue	         397,270
53	Philippines	         394,990
54	United Arab Emirates	         379,309
55	Iceland	         344,748
56	Malaysia	         344,452
57	Pakistan	         330,466
58	Korea, South	         291,329
59	Latvia	         289,478
60	Dominican Republic	         283,298
61	Morocco	         277,793
62	Peru	         268,225
63	Luxembourg	         244,225
64	Venezuela	         238,665
65	Guatemala	         196,870
66	Cyprus	         187,881
67	Egypt	         187,197
68	Trinidad and Tobago	         168,876
69	Paraguay	         167,281
70	Nicaragua	         157,162
71	Belarus	         147,311
72	Slovenia	         137,494
73	Vietnam	         129,318
74	Bolivia	         125,462
75	Iran	         119,947
76	Georgia	         110,680
77	Tuvalu	         109,478
78	Kyrgyzstan	          97,976
79	Bosnia and Herzegovina	          95,234
80	Namibia	          76,020
81	Bangladesh	          68,224
82	Ecuador	          67,975
83	Armenia	          65,279
84	Macedonia	          60,533
85	Kazakhstan	          53,984
86	Bahrain	          53,944
87	Lebanon	          51,451
88	Brunei	          50,997
89	Uzbekistan	          47,718
90	Kenya	          47,676
91	Nepal	          43,928
92	Jordan	          42,412
93	Ghana	          41,082
94	Mauritius	          36,653
95	French Polynesia	          36,056
96	Cocos (Keeling) Islands	          35,312
97	Costa Rica	          34,024
98	Zimbabwe	          29,866
99	Madagascar	          27,606
100	Andorra	          26,773
101	Aruba	          25,080
102	Malta	          24,941
103	Tanzania	          24,182
104	Monaco	          23,621
105	Azerbaijan	          22,737
106	New Caledonia	          22,456
107	Bahamas, The	          21,939
108	Cayman Islands	          21,910
109	Mozambique	          21,172
110	Tonga	          20,847
111	Uganda	          19,927
112	Bermuda	          19,855
113	Fiji	          17,088
114	Samoa	          17,044
115	Honduras	          16,075
116	Greenland	          15,668
117	Albania	          15,098
118	Zambia	          14,771
119	El Salvador	          13,849
120	Libya	          12,432
121	Cote d'Ivoire	           9,865
122	Antigua and Barbuda	           9,795
123	Panama	           9,585
124	Liechtenstein	           9,418
125	Bhutan	           9,147
126	Oman	           9,114
127	Turks and Caicos Islands	           8,969
128	Faroe Islands	           8,936
129	Virgin Islands	           8,933
130	San Marino	           8,895
131	Sri Lanka	           8,865
132	Guyana	           8,840
133	Syria	           8,114
134	Mongolia	           7,942
135	Antarctica	           7,765
136	Saint Helena, Ascension, and Tristan da Cunha	           6,873
137	Montenegro	           6,247
138	Cambodia	           5,452
139	Papua New Guinea	           4,285
140	Nauru	           4,158
141	Solomon Islands	           4,065
142	Angola	           3,717
143	Jamaica	           3,099
144	Micronesia, Federated States of	           3,097
145	Cuba	           3,025
146	Congo, Democratic Republic of the	           3,006
147	Belize	           2,880
148	Botswana	           2,739
149	Christmas Island	           2,542
150	Cook Islands	           2,521
151	Kuwait	           2,485
152	Swaziland	           2,335
153	Maldives	           2,164
154	Gibraltar	           2,053
155	Burkina Faso	           1,877
156	Wallis and Futuna	           1,734
157	American Samoa	           1,676
158	Sao Tome and Principe	           1,514
159	Barbados	           1,508
160	Tajikistan	           1,504
161	Laos	           1,468
162	Gambia, The	           1,453
163	Nigeria	           1,378
164	Vanuatu	           1,347
165	Benin	           1,286
166	Eritrea	           1,241
167	Malawi	            870
168	Togo	            860
169	British Indian Ocean Territory	            827
170	Qatar	            822
171	Rwanda	            815
172	Turkmenistan	            794
173	Isle of Man	            765
174	Dominica	            718
175	Lesotho	            632
176	Algeria	            572
177	Montserrat	            552
178	Tokelau	            526
179	Mali	            524
180	British Virgin Islands	            497
181	Tunisia	            490
182	Puerto Rico	            482
183	South Georgia and South Sandwich Islands	            320
184	Sierra Leone	            281
185	Haiti	            273
186	Anguilla	            271
187	Seychelles	            256
188	Yemen	            255
189	Macau	            252
190	Senegal	            241
191	Jersey	            237
192	Saint Vincent and the Grenadines	            211
193	Timor-Leste	            206
194	Burundi	            201
195	Guernsey	            197
196	Djibouti	            195
197	Burma	            172
198	Niger	            172
199	Suriname	            171
200	Ethiopia	            151
201	Saint Lucia	            106
202	Norfolk Island	             93
203	Falkland Islands (Islas Malvinas)	             91
204	Gabon	             90
205	Cameroon	             90
206	Guinea-Bissau	             82
207	Sudan	             70
