1	Russia	   179,100,000,000
2	Norway	    98,850,000,000
3	Canada	    94,670,000,000
4	Algeria	    59,670,000,000
5	Qatar	    56,780,000,000
6	Netherlands	    55,590,000,000
7	Indonesia	    33,500,000,000
8	Malaysia	    31,030,000,000
9	United States	    30,350,000,000
10	Australia	    22,300,000,000
11	Nigeria	    20,550,000,000
12	Kazakhstan	    17,660,000,000
13	Trinidad and Tobago	    17,360,000,000
14	Uzbekistan	    15,000,000,000
15	Turkmenistan	    14,000,000,000
16	Germany	    12,640,000,000
17	United Kingdom	    12,170,000,000
18	Bolivia	    11,590,000,000
19	Oman	    10,890,000,000
20	Libya	    10,400,000,000
21	Brunei	     9,200,000,000
22	Egypt	     8,550,000,000
23	Burma	     8,550,000,000
24	United Arab Emirates	     7,567,000,000
25	Azerbaijan	     5,564,000,000
26	Iran	     5,400,000,000
27	Equatorial Guinea	     5,170,000,000
28	Ukraine	     5,000,000,000
29	Denmark	     3,980,000,000
30	Austria	     3,961,000,000
31	Peru	     3,590,000,000
32	China	     3,320,000,000
33	Mozambique	     3,200,000,000
34	France	     1,931,000,000
35	Czech Republic	     1,111,000,000
36	Spain	      975,000,000
37	Colombia	      900,000,000
38	Argentina	      890,000,000
39	Turkey	      708,000,000
40	Croatia	      695,500,000
41	Mexico	      688,000,000
42	Hungary	      227,000,000
43	Italy	      124,000,000
44	Poland	       40,000,000
45	Slovakia	       15,000,000
46	Yemen	         454,700
47	Aruba	              1
48	Antigua and Barbuda	              0
49	Afghanistan	              0
50	Albania	              0
51	Armenia	              0
52	Angola	              0
53	American Samoa	              0
54	Bahrain	              0
55	Barbados	              0
56	Botswana	              0
57	Bermuda	              0
58	Belgium	              0
59	Bahamas, The	              0
60	Bangladesh	              0
61	Belize	              0
62	Bosnia and Herzegovina	              0
63	Benin	              0
64	Belarus	              0
65	Solomon Islands	              0
66	Bhutan	              0
67	Bulgaria	              0
68	Burundi	              0
69	Cambodia	              0
70	Chad	              0
71	Sri Lanka	              0
72	Congo, Republic of the	              0
73	Congo, Democratic Republic of the	              0
74	Chile	              0
75	Cayman Islands	              0
76	Cameroon	              0
77	Comoros	              0
78	Costa Rica	              0
79	Central African Republic	              0
80	Cuba	              0
81	Cape Verde	              0
82	Cook Islands	              0
83	Cyprus	              0
84	Djibouti	              0
85	Dominica	              0
86	Dominican Republic	              0
87	Ecuador	              0
88	Ireland	              0
89	Estonia	              0
90	Eritrea	              0
91	El Salvador	              0
92	Ethiopia	              0
93	Finland	              0
94	Fiji	              0
95	Falkland Islands (Islas Malvinas)	              0
96	Faroe Islands	              0
97	French Polynesia	              0
98	Gambia, The	              0
99	Gabon	              0
100	Georgia	              0
101	Ghana	              0
102	Gibraltar	              0
103	Grenada	              0
104	Greenland	              0
105	Greece	              0
106	Guatemala	              0
107	Guinea	              0
108	Guyana	              0
109	Haiti	              0
110	Hong Kong	              0
111	Honduras	              0
112	Iceland	              0
113	India	              0
114	Israel	              0
115	Cote d'Ivoire	              0
116	Iraq	              0
117	Japan	              0
118	Jamaica	              0
119	Jordan	              0
120	Kenya	              0
121	Kyrgyzstan	              0
122	Korea, North	              0
123	Kiribati	              0
124	Korea, South	              0
125	Kuwait	              0
126	Laos	              0
127	Lebanon	              0
128	Latvia	              0
129	Lithuania	              0
130	Liberia	              0
131	Lesotho	              0
132	Luxembourg	              0
133	Madagascar	              0
134	Macau	              0
135	Moldova	              0
136	Mongolia	              0
137	Montserrat	              0
138	Malawi	              0
139	Macedonia	              0
140	Mali	              0
141	Morocco	              0
142	Mauritius	              0
143	Mauritania	              0
144	Malta	              0
145	Maldives	              0
146	New Caledonia	              0
147	Niue	              0
148	Niger	              0
149	Vanuatu	              0
150	Nepal	              0
151	Nauru	              0
152	Suriname	              0
153	Nicaragua	              0
154	New Zealand	              0
155	Paraguay	              0
156	Pakistan	              0
157	Panama	              0
158	Portugal	              0
159	Papua New Guinea	              0
160	Guinea-Bissau	              0
161	Serbia	              0
162	Romania	              0
163	Philippines	              0
164	Puerto Rico	              0
165	Rwanda	              0
166	Saudi Arabia	              0
167	Saint Pierre and Miquelon	              0
168	Saint Kitts and Nevis	              0
169	Seychelles	              0
170	South Africa	              0
171	Senegal	              0
172	Saint Helena, Ascension, and Tristan da Cunha	              0
173	Slovenia	              0
174	Sierra Leone	              0
175	Singapore	              0
176	Somalia	              0
177	Saint Lucia	              0
178	Sudan	              0
179	Sweden	              0
180	Syria	              0
181	Switzerland	              0
182	Thailand	              0
183	Tajikistan	              0
184	Turks and Caicos Islands	              0
185	Tonga	              0
186	Togo	              0
187	Sao Tome and Principe	              0
188	Tunisia	              0
189	Timor-Leste	              0
190	Taiwan	              0
191	Tanzania	              0
192	Uganda	              0
193	Burkina Faso	              0
194	Uruguay	              0
195	Saint Vincent and the Grenadines	              0
196	Venezuela	              0
197	British Virgin Islands	              0
198	Vietnam	              0
199	Virgin Islands	              0
200	Namibia	              0
201	West Bank	              0
202	Western Sahara	              0
203	Samoa	              0
204	Swaziland	              0
205	Zambia	              0
206	Zimbabwe	              0
